,Index,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 0,County,ORI,AGENCY NAME,POPULATION,VIOLENT CRIME,PROPERTY CRIME,MURDER,RAPE,ROBBERY,AGGRAVATED ASSAULT,BURGLARY,LARCENY,MTR VEHICLE THEFT,ARSON
180,127,76452,43004,Blacklick,OH,Columbus,FRANKLIN COUNTY,3965,2187900,2083400,2018000,1965600,1871800,1806100,1895500,1999500,2097700,2223400,2452300,2673400,,,,,,,,,,,,,,,
181,128,76490,43054,New Albany,OH,Columbus,FRANKLIN COUNTY,3991,4223300,3893400,3697400,3574800,3417600,3492200,3744800,3880200,4147100,4336100,4591700,4717600,216.0,FRANKLIN COUNTY,OH02521,NEW ALBANY,"10,670",4,91,0.0,2.0,0,2,6,81,4,0.0
182,128,76490,43054,New Albany,OH,Columbus,FRANKLIN COUNTY,3991,4223300,3893400,3697400,3574800,3417600,3492200,3744800,3880200,4147100,4336100,4591700,4717600,359.0,FRANKLIN COUNTY,OH02521,NEW ALBANY,168,0,1,0.0,0.0,0,0,0,1,0,0.0
183,129,77196,44483,Warren,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,4009,911500,868200,819100,779200,711400,684100,627500,662000,691200,677400,721500,794300,606.0,TRUMBULL COUNTY,OH07807,WARREN,"39,643",227,"1,608",11.0,32.0,101,83,494,"1,008",106,2.0
184,130,76515,43085,Worthington,OH,Columbus,FRANKLIN COUNTY,4037,2623500,2589800,2577900,2569000,2515000,2551400,2662000,2826200,3046800,3317500,3569000,3727900,211.0,FRANKLIN COUNTY,OH02512,WORTHINGTON,"14,692",11,267,2.0,2.0,3,4,27,227,13,1.0
185,131,77616,45356,Piqua,OH,Dayton,MIAMI COUNTY,4057,1082100,1042500,989200,953100,935500,928500,932200,942600,930700,919400,982400,1025500,448.0,MIAMI COUNTY,OH05502,PIQUA,"20,973",54,819,1.0,33.0,11,9,120,681,18,2.0
186,132,77503,45212,Norwood,OH,Cincinnati,HAMILTON COUNTY,4082,1402900,1329200,1252200,1216800,1164700,1163000,1180600,1199300,1263000,1372100,1498600,1600700,281.0,HAMILTON COUNTY,OH03128,NORWOOD,"19,994",68,895,0.0,15.0,28,25,132,707,56,2.0
187,133,76571,43202,Columbus,OH,Columbus,FRANKLIN COUNTY,4107,1920800,1941400,1949800,1965700,1890500,1872500,2002400,2120900,2330300,2560000,2865400,3088700,168.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
188,133,76571,43202,Columbus,OH,Columbus,FRANKLIN COUNTY,4107,1920800,1941400,1949800,1965700,1890500,1872500,2002400,2120900,2330300,2560000,2865400,3088700,185.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
189,133,76571,43202,Columbus,OH,Columbus,FRANKLIN COUNTY,4107,1920800,1941400,1949800,1965700,1890500,1872500,2002400,2120900,2330300,2560000,2865400,3088700,197.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
190,134,76765,43606,Toledo,OH,Toledo,LUCAS COUNTY,4148,1484200,1396400,1279200,1201600,1096700,1075800,1083200,1129200,1174700,1218500,1337900,1359000,381.0,LUCAS COUNTY,OH04807,TOLEDO,"277,116","2,829","11,095",35.0,180.0,780,"1,834","3,103","7,247",745,0.0
191,135,77389,44903,Mansfield,OH,Mansfield,RICHLAND COUNTY,4155,1208600,1120900,1070900,1010500,1000200,995900,1001900,1034000,1071100,1104100,1095800,1291900,543.0,RICHLAND COUNTY,OH07001,MANSFIELD,"46,507",248,"2,392",7.0,45.0,75,121,569,"1,745",78,19.0
192,136,77460,45133,Hillsboro,OH,,HIGHLAND COUNTY,4230,1244700,1171600,1082200,1030100,1010800,1008000,1032100,1071500,1114700,1137200,1197700,1269000,305.0,HIGHLAND COUNTY,OH03602,HILLSBORO,"6,576",9,168,0.0,7.0,1,1,23,134,11,1.0
193,137,77413,45039,Maineville,OH,Cincinnati,WARREN COUNTY,4245,2229200,2140600,2062900,2018500,1947000,1983500,2050600,2122700,2193800,2292700,2503200,2635000,650.0,WARREN COUNTY,OH08311,MAINEVILLE,"1,070",0,1,0.0,0.0,0,0,1,0,0,0.0
194,138,77532,45241,Sharonville,OH,Cincinnati,HAMILTON COUNTY,4277,2516200,2409700,2268200,2210200,2122600,2169300,2169500,2253400,2316900,2491100,2670200,2923800,,,,,,,,,,,,,,,
195,139,77132,44319,Portage Lakes,OH,Akron,SUMMIT COUNTY,4331,1604100,1493900,1404500,1404500,1313700,1263800,1342900,1393200,1374700,1450200,1533700,1673600,,,,,,,,,,,,,,,
196,140,77016,44116,Rocky River,OH,Cleveland-Elyria,CUYAHOGA COUNTY,4335,2500800,2356000,2286300,2375800,2333200,2365100,2540000,2634500,2700900,2849300,3076100,3270400,148.0,CUYAHOGA COUNTY,OH01846,ROCKY RIVER,"20,342",7,73,0.0,1.0,2,4,7,62,4,0.0
197,141,76942,44012,Avon Lake,OH,Cleveland-Elyria,LORAIN COUNTY,4336,2625800,2532000,2439900,2474000,2363600,2320400,2442700,2600600,2724200,2888300,3024200,3224500,374.0,LORAIN COUNTY,OH04703,AVON LAKE,"23,839",8,124,0.0,0.0,1,7,21,97,6,1.0
198,142,76594,43227,Columbus,OH,Columbus,FRANKLIN COUNTY,4401,1102900,990100,875300,852300,755500,678200,570900,631900,710900,777900,890200,1111700,168.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
199,142,76594,43227,Columbus,OH,Columbus,FRANKLIN COUNTY,4401,1102900,990100,875300,852300,755500,678200,570900,631900,710900,777900,890200,1111700,185.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
200,142,76594,43227,Columbus,OH,Columbus,FRANKLIN COUNTY,4401,1102900,990100,875300,852300,755500,678200,570900,631900,710900,777900,890200,1111700,197.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
201,143,77218,44514,Boardman,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,4407,1403500,1393000,1299500,1273300,1267800,1182100,1271100,1287200,1356000,1426600,1489300,1598800,400.0,MAHONING COUNTY,OH05002,BOARDMAN,"39,276",61,"1,482",0.0,14.0,31,16,164,"1,289",29,6.0
202,144,77044,44144,Cleveland,OH,Cleveland-Elyria,CUYAHOGA COUNTY,4420,1235900,1139600,1061200,1032300,896500,803600,806400,819200,837800,875600,1001600,1111000,117.0,CUYAHOGA COUNTY,OHCLP00,CLEVELAND,"385,351","5,999","18,944",107.0,497.0,"2,697","2,698","5,853","9,696","3,395",253.0
203,144,77044,44144,Cleveland,OH,Cleveland-Elyria,CUYAHOGA COUNTY,4420,1235900,1139600,1061200,1032300,896500,803600,806400,819200,837800,875600,1001600,1111000,128.0,CUYAHOGA COUNTY,OH01817,EAST CLEVELAND,"17,178",136,339,5.0,8.0,83,40,100,89,150,3.0
204,145,77539,45248,Bridgetown,OH,Cincinnati,HAMILTON COUNTY,4423,1838800,1707700,1623700,1558300,1530300,1540000,1536900,1550200,1611100,1629800,1663500,1795100,,,,,,,,,,,,,,,
205,146,77493,45202,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,4449,2547200,2473000,2401200,2384400,2288200,2327800,2361800,2525100,2925500,3152400,3439300,3859600,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
206,147,77124,44310,Akron,OH,Akron,SUMMIT COUNTY,4456,928200,836000,748700,680700,586000,475300,526700,517700,579300,510100,592100,727400,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
207,148,76529,43113,Circleville,OH,Columbus,PICKAWAY COUNTY,4476,1466900,1450400,1396400,1394100,1356500,1346700,1395400,1438600,1489800,1594200,1707600,1802700,511.0,PICKAWAY COUNTY,OH06501,CIRCLEVILLE,"13,972",57,714,0.0,13.0,21,23,136,550,28,4.0
208,149,77822,45805,Lima,OH,Lima,ALLEN COUNTY,4518,1172200,1117200,1068400,1056400,1002200,980100,1004300,1016600,1033100,1066900,1103800,1138200,7.0,ALLEN COUNTY,OH00204,LIMA,"37,220",275,"1,982",5.0,52.0,81,137,569,"1,334",79,20.0
209,150,77197,44484,Warren,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,4521,1132800,1113800,1063500,1021400,963900,960400,975000,1000200,1008900,1066500,1147200,1233000,606.0,TRUMBULL COUNTY,OH07807,WARREN,"39,643",227,"1,608",11.0,32.0,101,83,494,"1,008",106,2.0
210,151,77037,44137,Maple Heights,OH,Cleveland-Elyria,CUYAHOGA COUNTY,4529,1267600,1092500,891100,790500,612300,516200,504700,541000,569700,612800,655000,688300,,,,,,,,,,,,,,,
211,152,76890,43920,East Liverpool,OH,Salem,COLUMBIANA COUNTY,4550,672000,649100,642000,625100,581800,597100,589100,600800,603500,576700,630400,728600,,,,,,,,,,,,,,,
212,153,77538,45247,White Oak,OH,Cincinnati,HAMILTON COUNTY,4570,2435400,2251300,2111100,2054000,2019600,2028400,2036900,2026500,2146800,2206700,2331500,2497800,,,,,,,,,,,,,,,
213,154,77528,45237,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,4628,1238700,1104300,927300,894300,883400,869900,839200,843800,874500,880800,1007900,1120900,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
214,155,77038,44138,Olmsted Falls,OH,Cleveland-Elyria,CUYAHOGA COUNTY,4662,2010800,1869300,1812700,1812900,1740900,1703300,1740900,1804400,1835800,1905300,2018700,2162000,143.0,CUYAHOGA COUNTY,OH01839,OLMSTED FALLS,"8,898",3,31,0.0,1.0,1,1,9,19,3,0.0
215,156,77677,45440,Kettering,OH,Dayton,MONTGOMERY COUNTY,4699,1993900,1911000,1812400,1816800,1795600,1767900,1774400,1861700,1929600,1997000,2102600,2275200,252.0,DAYTON,OH05705,KETTERING,471,0,8,0.0,0.0,0,0,2,6,0,0.0
216,156,77677,45440,Kettering,OH,Dayton,MONTGOMERY COUNTY,4699,1993900,1911000,1812400,1816800,1795600,1767900,1774400,1861700,1929600,1997000,2102600,2275200,459.0,DAYTON,OH05705,KETTERING,"54,681",70,852,0.0,23.0,26,21,190,610,52,3.0
217,157,77182,44446,Niles,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,4718,892600,848800,803600,768100,707900,645500,649400,657900,656900,648800,700800,779200,610.0,TRUMBULL COUNTY,OH07806,NILES,"18,334",55,536,0.0,8.0,12,35,95,424,17,0.0
218,158,76947,44024,Chardon,OH,Cleveland-Elyria,GEAUGA COUNTY,4732,2532000,2329500,2263200,2325400,2238400,2205900,2256400,2348300,2351100,2457800,2595600,2745100,233.0,GEAUGA COUNTY,OH02801,CHARDON,"5,199",10,96,0.0,1.0,0,9,4,91,1,0.0
219,159,77151,44406,Canfield,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,4739,1892800,1903400,1850000,1804200,1749000,1770500,1859400,1917100,1938200,2060500,2221200,2336600,407.0,MAHONING COUNTY,OH05004,CANFIELD,"7,246",3,46,0.0,1.0,0,2,10,36,0,2.0
220,160,77491,45177,Wilmington,OH,Wilmington,CLINTON COUNTY,4761,1910200,1860800,1762400,1496300,1390600,1374800,1428900,1415700,1486300,1602500,1666000,1776700,95.0,CLINTON COUNTY,OH01404,WILMINGTON,"12,416",23,645,0.0,3.0,8,12,72,562,11,0.0
221,161,77431,45066,Springboro,OH,Cincinnati,WARREN COUNTY,4767,2586500,2519100,2438200,2409200,2305300,2394700,2493600,2608300,2672700,2753600,2930700,3076900,479.0,WARREN COUNTY,OH08314,SPRINGBORO,"1,273",0,8,0.0,0.0,0,0,1,7,0,0.0
222,161,77431,45066,Springboro,OH,Cincinnati,WARREN COUNTY,4767,2586500,2519100,2438200,2409200,2305300,2394700,2493600,2608300,2672700,2753600,2930700,3076900,651.0,WARREN COUNTY,OH08314,SPRINGBORO,"17,359",10,114,0.0,5.0,0,5,14,98,2,0.0
223,162,76780,43623,Toledo,OH,Toledo,LUCAS COUNTY,4770,1496300,1383200,1260900,1176600,1110000,1101300,1150300,1195500,1272800,1352500,1391000,1401700,381.0,LUCAS COUNTY,OH04807,TOLEDO,"277,116","2,829","11,095",35.0,180.0,780,"1,834","3,103","7,247",745,0.0
224,163,77515,45224,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,4788,1368800,1267000,1090600,1061400,1038200,1020500,1019200,1013800,1029500,1104600,1239700,1326300,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
225,164,77533,45242,Blue Ash,OH,Cincinnati,HAMILTON COUNTY,4791,3050700,2904900,2860500,2826100,2797300,2895800,2957500,3000000,3297400,3710700,3951600,4360300,261.0,HAMILTON COUNTY,OH03104,BLUE ASH,"12,248",16,278,2.0,2.0,4,8,42,229,7,0.0
226,165,77440,45102,Amelia,OH,Cincinnati,CLERMONT COUNTY,4792,1827100,1704600,1620200,1645500,1579700,1551600,1601800,1627300,1686900,1753600,1889400,1974800,80.0,CLERMONT COUNTY,OH01304,AMELIA,"4,982",3,63,0.0,0.0,0,3,2,58,3,0.0
227,166,77120,44306,Akron,OH,Akron,SUMMIT COUNTY,4807,785000,685400,529300,440600,436900,342100,371200,371300,384800,392100,417200,489300,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
228,167,76562,43160,Washington Court House,OH,Washington Court House,FAYETTE COUNTY,4816,1257400,1218200,1176400,1108600,1026600,975100,997100,1055100,1072300,1135800,1214000,1288800,195.0,FAYETTE COUNTY,OH02401,WASHINGTON COURT HO,"14,136",41,548,0.0,16.0,14,11,79,459,10,4.0
229,168,77083,44236,Hudson,OH,Akron,SUMMIT COUNTY,4853,3553100,3401900,3299100,3132000,3184800,3199300,3311800,3391700,3502700,3692300,3940600,4070100,586.0,SUMMIT COUNTY,OH07705,HUDSON,"22,248",12,114,0.0,2.0,1,9,36,76,2,4.0
230,169,77039,44139,Solon,OH,Cleveland-Elyria,CUYAHOGA COUNTY,4863,3248600,3055300,2909800,2810700,2746700,2806500,2868200,3008000,3030200,3111300,3304500,3460100,150.0,CUYAHOGA COUNTY,OH01849,SOLON,"23,023",13,182,0.0,2.0,4,7,25,146,11,0.0
231,170,77119,44305,Akron,OH,Akron,SUMMIT COUNTY,4871,936300,851800,750000,691300,574700,514700,554000,602700,627300,590000,659500,729300,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
232,171,77546,45255,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,4893,2228900,2188400,2040700,2025200,1977000,2004900,2027300,2048200,2153800,2353900,2611300,2722600,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
233,172,77499,45208,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,4919,3849400,3751000,3699600,3754300,3635000,3748100,3847100,3913000,4268400,4707000,5179300,5275500,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
234,173,77655,45414,Dayton,OH,Dayton,MONTGOMERY COUNTY,4933,1147700,1057900,1005200,992600,889800,852800,814800,838300,894800,905200,951200,977100,456.0,DAYTON,OH05702,DAYTON,"140,171","1,232","6,083",30.0,122.0,393,687,"1,779","3,688",616,26.0
235,174,77584,45322,Englewood,OH,Dayton,MONTGOMERY COUNTY,4949,1448000,1391500,1328600,1299000,1177100,1132400,1148700,1142800,1155600,1229000,1311500,1413700,469.0,DAYTON,OH05718,ENGLEWOOD,"13,504",19,443,0.0,1.0,7,11,8,423,12,5.0
236,175,76809,43725,Cambridge,OH,Cambridge,GUERNSEY COUNTY,4987,1040800,1012100,1003800,962500,956200,961100,1000400,1067600,1085600,1089200,1135300,1211000,254.0,GUERNSEY COUNTY,OH03001,CAMBRIDGE,"10,391",8,456,1.0,1.0,3,3,75,375,6,1.0
237,176,77628,45371,Tipp City,OH,Dayton,MIAMI COUNTY,5057,1957800,1897100,1811500,1733400,1694500,1721900,1789600,1808100,1882900,1979600,2108700,2215000,449.0,MIAMI COUNTY,OH05503,TIPP CITY,"9,957",4,140,0.0,4.0,0,0,11,119,10,4.0
238,177,76990,44087,Twinsburg,OH,Akron,SUMMIT COUNTY,5090,2454200,2384400,2357000,2324900,2263900,2320100,2411700,2501400,2587100,2636300,2774100,2886600,594.0,SUMMIT COUNTY,OH07714,TWINSBURG,"18,891",18,111,2.0,0.0,4,12,9,99,3,0.0
239,178,77819,45801,Lima,OH,Lima,ALLEN COUNTY,5098,841500,810500,778400,775400,740800,716400,733700,742200,752700,770800,781300,785300,7.0,ALLEN COUNTY,OH00204,LIMA,"37,220",275,"1,982",5.0,52.0,81,137,569,"1,334",79,20.0
240,179,77425,45056,Oxford,OH,Cincinnati,BUTLER COUNTY,5109,2172200,2059300,1896600,1819400,1705700,1796200,1846300,1814900,1900200,1934900,2067400,2284800,57.0,BUTLER COUNTY,OH00907,OXFORD,"22,459",18,488,0.0,5.0,7,6,82,400,6,2.0
241,179,77425,45056,Oxford,OH,Cincinnati,BUTLER COUNTY,5109,2172200,2059300,1896600,1819400,1705700,1796200,1846300,1814900,1900200,1934900,2067400,2284800,58.0,BUTLER COUNTY,OH00913,OXFORD TOWNSHIP,"2,181",2,25,0.0,0.0,0,2,4,16,5,0.0
242,180,76692,43452,Port Clinton,OH,Port Clinton,OTTAWA COUNTY,5118,1619900,1529400,1467600,1469500,1425600,1447000,1483100,1484000,1507400,1559300,1626600,1637200,494.0,OTTAWA COUNTY,OH06202,PORT CLINTON,"5,928",21,170,0.0,12.0,3,6,31,126,13,0.0
243,181,77518,45227,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,5140,1232800,1228400,1098000,1065300,1075000,1061800,1092700,1100700,1214400,1320100,1484100,1746000,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
244,182,76775,43616,Oregon,OH,Toledo,LUCAS COUNTY,5151,1648400,1556800,1372600,1328900,1293900,1311000,1360200,1379400,1381700,1464600,1507100,1556500,384.0,LUCAS COUNTY,OH04802,OREGON,"19,991",36,779,1.0,10.0,8,17,75,682,22,1.0
245,183,77133,44320,Akron,OH,Akron,SUMMIT COUNTY,5156,937700,817300,671100,581700,467800,346800,393200,445400,447500,397400,454700,540600,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
246,184,77680,45449,West Carrollton,OH,Dayton,MONTGOMERY COUNTY,5205,1395400,1410600,1285900,1269700,1178400,1105600,1097800,1163000,1206900,1285900,1365100,1452000,467.0,DAYTON,OH05715,WEST CARROLLTON,"12,898",23,285,1.0,5.0,11,6,66,198,21,4.0
247,185,76976,44067,Northfield,OH,Akron,SUMMIT COUNTY,5206,2262400,2207700,2054700,2018700,1987900,1964400,1999000,2034000,2113800,2199500,2264400,2471500,590.0,SUMMIT COUNTY,OH07709,NORTHFIELD,"3,669",5,39,0.0,0.0,1,4,4,32,3,0.0
248,186,76579,43211,Columbus,OH,Columbus,FRANKLIN COUNTY,5217,0,0,0,0,0,0,0,346700,398600,406100,383000,499000,168.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
249,186,76579,43211,Columbus,OH,Columbus,FRANKLIN COUNTY,5217,0,0,0,0,0,0,0,346700,398600,406100,383000,499000,185.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
250,186,76579,43211,Columbus,OH,Columbus,FRANKLIN COUNTY,5217,0,0,0,0,0,0,0,346700,398600,406100,383000,499000,197.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
251,187,76966,44053,Lorain,OH,Cleveland-Elyria,LORAIN COUNTY,5222,1633200,1483600,1381700,1360900,1299600,1265600,1219900,1231300,1304300,1400900,1467700,1530600,375.0,LORAIN COUNTY,OH04705,LORAIN,"63,672",373,"2,019",2.0,30.0,87,254,590,"1,335",94,11.0
252,188,76936,44001,Amherst,OH,Cleveland-Elyria,LORAIN COUNTY,5226,1815500,1737300,1645700,1607300,1513400,1479600,1550200,1605200,1627900,1719400,1730500,1827800,373.0,LORAIN COUNTY,OH04701,AMHERST,"12,090",5,157,0.0,0.0,2,3,14,140,3,1.0
253,189,76941,44011,Avon,OH,Cleveland-Elyria,LORAIN COUNTY,5243,2931200,2764400,2741500,2724900,2638700,2725700,2814700,3035900,3058700,3269000,3290000,3494300,,,,,,,,,,,,,,,
254,190,77031,44131,Seven Hills,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5255,2132800,1988400,1961300,1901500,1793600,1803800,1887000,1927100,1958400,1997400,2132600,2253900,149.0,CUYAHOGA COUNTY,OH01847,SEVEN HILLS,"11,668",3,50,0.0,0.0,1,2,14,33,3,0.0
255,191,77064,44202,Aurora,OH,Akron,PORTAGE COUNTY,5268,2593000,2459000,2437600,2466500,2364400,2390600,2496200,2629900,2726200,2744700,2969300,3117500,519.0,PORTAGE COUNTY,OH06701,AURORA,"15,932",3,187,0.0,0.0,1,2,17,168,2,0.0
256,192,77215,44511,Youngstown,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,5291,905900,866000,798600,783300,782900,697900,702900,702300,730400,738500,796300,850400,401.0,MAHONING COUNTY,OH05009,YOUNGSTOWN,"63,878",447,"2,362",23.0,32.0,151,241,847,"1,283",232,82.0
257,192,77215,44511,Youngstown,OH,Youngstown-Warren-Boardman,MAHONING COUNTY,5291,905900,866000,798600,783300,782900,697900,702900,702300,730400,738500,796300,850400,605.0,MAHONING COUNTY,OH05009,YOUNGSTOWN,11,0,0,0.0,0.0,0,0,0,0,0,0.0
258,193,77696,45505,Springfield,OH,Springfield,CLARK COUNTY,5309,819200,798600,778500,740100,700100,687800,691900,689700,638700,578000,605900,654700,71.0,CLARK COUNTY,OH01202,SPRINGFIELD,"58,843",370,"4,024",9.0,25.0,177,159,"1,040","2,691",293,76.0
259,194,77542,45251,Northgate,OH,Cincinnati,HAMILTON COUNTY,5348,1472900,1348300,1222000,1190900,1162700,1119500,1114000,1124900,1211500,1287000,1400000,1475900,,,,,,,,,,,,,,,
260,195,77536,45245,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,5400,1976200,1823900,1762700,1775200,1726700,1695100,1655300,1731200,1799800,1867400,2041600,2131000,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
261,196,77837,45822,Celina,OH,Celina,MERCER COUNTY,5403,1200900,1303000,1285500,1224300,1210600,1373000,1646800,1640100,1476300,1484500,1592500,1674400,,,,,,,,,,,,,,,
262,197,76861,43812,Coshocton,OH,Coshocton,COSHOCTON COUNTY,5419,897100,893600,887300,879100,870400,841000,872300,876700,932100,934100,967000,1014900,112.0,COSHOCTON COUNTY,OH01600,COSHOCTON COUNTY SHERIFF,"34,357",37,457,0.0,8.0,5,24,123,319,15,5.0
263,198,77309,44709,Canton,OH,Canton-Massillon,STARK COUNTY,5424,1324500,1262900,1141500,1106800,1000200,1020500,1010000,1051800,1106900,1177200,1215400,1304200,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
264,199,77256,44641,Louisville,OH,Canton-Massillon,STARK COUNTY,5444,1502800,1436300,1365700,1328000,1275200,1271700,1314000,1367900,1437100,1487300,1513200,1612400,573.0,STARK COUNTY,OH07607,LOUISVILLE,"9,373",2,123,0.0,0.0,0,2,22,98,3,1.0
265,200,76598,43231,Columbus,OH,Columbus,FRANKLIN COUNTY,5457,1658900,1605900,1530900,1504600,1402000,1317200,1420100,1475800,1570000,1667500,1831800,2021000,168.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
266,200,76598,43231,Columbus,OH,Columbus,FRANKLIN COUNTY,5457,1658900,1605900,1530900,1504600,1402000,1317200,1420100,1475800,1570000,1667500,1831800,2021000,185.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
267,200,76598,43231,Columbus,OH,Columbus,FRANKLIN COUNTY,5457,1658900,1605900,1530900,1504600,1402000,1317200,1420100,1475800,1570000,1667500,1831800,2021000,197.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
268,201,77023,44123,Euclid,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5471,1311300,1104300,871700,855300,742900,591200,608400,624400,634100,726200,835200,867200,129.0,CUYAHOGA COUNTY,OH01818,EUCLID,"47,270",303,"1,267",4.0,26.0,118,155,226,910,131,6.0
269,202,77047,44147,Broadview Heights,OH,Cleveland-Elyria,CUYAHOGA COUNTY,5502,2707000,2526300,2404100,2407300,2366700,2357100,2413000,2499800,2558600,2635100,2813300,3006400,124.0,CUYAHOGA COUNTY,OH01809,BROADVIEW HEIGHTS,"19,228",1,21,0.0,0.0,0,1,5,11,5,0.0
270,203,76621,43311,Bellefontaine,OH,Bellefontaine,LOGAN COUNTY,5536,1191400,1223300,1180500,1156900,1115000,1111100,1171000,1219100,1219200,1259900,1350000,1417500,367.0,LOGAN COUNTY,OH04601,BELLEFONTAINE,"13,144",14,331,0.0,6.0,2,6,46,280,5,2.0
271,204,77408,45030,Harrison,OH,Cincinnati,HAMILTON COUNTY,5567,1910800,1815700,1728900,1680800,1658000,1657400,1654000,1683600,1769200,1845900,1978100,2024600,272.0,HAMILTON COUNTY,OH03116,HARRISON,"11,246",6,182,1.0,0.0,5,0,16,157,9,0.0
272,205,76770,43611,Toledo,OH,Toledo,LUCAS COUNTY,5575,1158700,1061500,930300,848600,763800,744400,781800,796300,839300,843200,911800,970700,381.0,LUCAS COUNTY,OH04807,TOLEDO,"277,116","2,829","11,095",35.0,180.0,780,"1,834","3,103","7,247",745,0.0
273,206,77075,44223,Cuyahoga Falls,OH,Akron,SUMMIT COUNTY,5644,1665500,1607500,1582200,1537100,1474300,1433200,1486300,1504200,1531400,1600800,1688100,1786400,585.0,SUMMIT COUNTY,OH07703,CUYAHOGA FALLS,"49,145",49,"1,209",2.0,18.0,8,21,143,"1,027",39,1.0
274,207,76543,43138,Logan,OH,Columbus,HOCKING COUNTY,5659,1266900,1215900,1200700,1150200,1125700,1061000,1129500,1130700,1198400,1239700,1308900,1480800,310.0,HOCKING COUNTY,OH03701,LOGAN,"7,077",18,289,0.0,5.0,3,10,21,254,14,2.0
