,Index,RegionID,RegionName,City,State,Metro,CountyName,SizeRank,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Unnamed: 0,County,ORI,AGENCY NAME,POPULATION,VIOLENT CRIME,PROPERTY CRIME,MURDER,RAPE,ROBBERY,AGGRAVATED ASSAULT,BURGLARY,LARCENY,MTR VEHICLE THEFT,ARSON
375,302,76958,44044,Grafton,OH,Cleveland-Elyria,LORAIN COUNTY,8100,1811200,1696900,1617300,1602800,1500100,1577900,1609100,1571200,1652000,1749200,1850400,1936800,379.0,LORAIN COUNTY,OH04710,GRAFTON,"6,182",1,40,0.0,1.0,0,0,16,24,0,0.0
376,303,76993,44090,Wellington,OH,Cleveland-Elyria,LORAIN COUNTY,8107,1714400,1694400,1613800,1579500,1416700,1525800,1555600,1493400,1623100,1682700,1774200,1939300,,,,,,,,,,,,,,,
377,304,77152,44408,Columbiana,OH,Salem,COLUMBIANA COUNTY,8139,1346900,1295100,1281400,1247700,1175900,1235600,1263500,1336200,1393300,1437900,1561200,1626700,98.0,COLUMBIANA COUNTY,OH01501,COLUMBIANA,"5,583",3,33,0.0,1.0,1,1,3,30,0,0.0
378,304,77152,44408,Columbiana,OH,Salem,COLUMBIANA COUNTY,8139,1346900,1295100,1281400,1247700,1175900,1235600,1263500,1336200,1393300,1437900,1561200,1626700,402.0,COLUMBIANA COUNTY,OH01501,COLUMBIANA,650,0,4,0.0,0.0,0,0,0,4,0,0.0
379,305,77171,44432,Lisbon,OH,Salem,COLUMBIANA COUNTY,8149,910700,887700,879300,841100,785300,811900,804200,827100,842300,832000,893500,980300,100.0,COLUMBIANA COUNTY,OH01505,LISBON,"2,680",1,26,0.0,1.0,0,0,6,19,1,0.0
380,306,76521,43103,Ashville,OH,Columbus,PICKAWAY COUNTY,8161,1757400,1725400,1640900,1629600,1587900,1584000,1653100,1716000,1770300,1894900,2026400,2134400,512.0,PICKAWAY COUNTY,OH06502,ASHVILLE,"4,211",3,53,1.0,0.0,1,1,9,40,4,0.0
381,307,76973,44062,Middlefield,OH,Cleveland-Elyria,GEAUGA COUNTY,8232,1654100,1515300,1474800,1529600,1489000,1475400,1556400,1619700,1629900,1685800,1785200,1897500,235.0,GEAUGA COUNTY,OH02805,MIDDLEFIELD,"2,715",1,86,0.0,0.0,0,1,2,84,0,0.0
382,308,76467,43021,Galena,OH,Columbus,DELAWARE COUNTY,8245,3828400,3839800,3794200,3676600,3530700,3504100,3624900,3780400,3959800,4237300,4565100,4807300,,,,,,,,,,,,,,,
383,309,77568,45305,Bellbrook,OH,Dayton,GREENE COUNTY,8289,2193900,2109400,2058400,2079900,1973900,1982600,2027300,2040500,2115800,2277400,2393900,2606400,245.0,GREENE COUNTY,OH02905,BELLBROOK,"7,159",5,39,0.0,1.0,0,4,0,39,0,0.0
384,310,77180,44444,Newton Falls,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,8294,1053700,1014900,992300,981300,912600,833800,837700,880100,904300,878500,920900,1021000,609.0,TRUMBULL COUNTY,OH07805,NEWTON FALLS,"4,567",10,100,0.0,4.0,0,6,18,76,6,0.0
385,311,77194,44481,Lordstown,OH,Youngstown-Warren-Boardman,TRUMBULL COUNTY,8320,1229000,1198800,1162400,1175900,1154000,1171100,1239600,1290800,1275800,1320900,1412300,1475700,614.0,TRUMBULL COUNTY,OH07814,LORDSTOWN,"3,242",3,44,0.0,1.0,0,2,10,31,3,1.0
386,312,76948,44026,Chesterland,OH,Cleveland-Elyria,GEAUGA COUNTY,8329,2712500,2486600,2416400,2479700,2339300,2268800,2287100,2354600,2361300,2439700,2599200,2758300,238.0,GEAUGA COUNTY,OH02810,CHESTER TOWNSHIP,"10,355",0,8,0.0,0.0,0,0,1,7,0,0.0
387,313,77433,45068,Waynesville,OH,Cincinnati,WARREN COUNTY,8330,2148700,2089500,2044500,2022800,2001800,2056600,1996400,2040900,2282000,2331600,2497900,2732400,,,,,,,,,,,,,,,
388,314,77844,45833,Delphos,OH,Lima,ALLEN COUNTY,8363,1025100,1006500,970200,982500,956700,980100,977000,1003500,1063800,1141000,1183200,1228800,9.0,ALLEN COUNTY,OH00202,DELPHOS,"3,927",3,90,0.0,3.0,0,0,17,72,1,0.0
389,314,77844,45833,Delphos,OH,Lima,ALLEN COUNTY,8363,1025100,1006500,970200,982500,956700,980100,977000,1003500,1063800,1141000,1183200,1228800,636.0,ALLEN COUNTY,OH00202,DELPHOS,"3,052",3,69,0.0,3.0,0,0,13,56,0,0.0
390,315,77881,45875,Ottawa,OH,,PUTNAM COUNTY,8428,1434500,1515200,1561400,1505000,1570700,1644800,1636900,1564900,1664800,1727000,1800700,1900800,536.0,PUTNAM COUNTY,OH06901,OTTAWA,"4,394",6,14,0.0,2.0,0,4,0,13,1,0.0
391,316,77269,44657,Minerva,OH,Canton-Massillon,STARK COUNTY,8449,1064700,997100,930200,894600,839900,874200,914200,906500,975900,1052900,1129300,1211700,65.0,STARK COUNTY,OH07609,MINERVA,"1,729",1,16,0.0,0.0,0,1,3,12,1,0.0
392,316,77269,44657,Minerva,OH,Canton-Massillon,STARK COUNTY,8449,1064700,997100,930200,894600,839900,874200,914200,906500,975900,1052900,1129300,1211700,109.0,STARK COUNTY,OH07609,MINERVA,2,0,0,0.0,0.0,0,0,0,0,0,0.0
393,316,77269,44657,Minerva,OH,Canton-Massillon,STARK COUNTY,8449,1064700,997100,930200,894600,839900,874200,914200,906500,975900,1052900,1129300,1211700,574.0,STARK COUNTY,OH07609,MINERVA,"1,931",1,20,0.0,0.0,0,1,4,14,2,0.0
394,317,76666,43410,Clyde,OH,Fremont,SANDUSKY COUNTY,8453,891100,923900,1097600,1103200,1074600,1057800,1077700,1102100,1147200,1200700,1276000,1398900,553.0,SANDUSKY COUNTY,OH07202,CLYDE,"6,191",4,116,0.0,0.0,0,4,21,92,3,1.0
395,318,77455,45122,Goshen,OH,Cincinnati,CLERMONT COUNTY,8454,1476300,1384600,1307300,1298500,1263900,1280100,1317500,1368600,1394600,1437200,1622300,1704900,86.0,CLERMONT COUNTY,OH01314,GOSHEN TOWNSHIP,"15,860",7,165,0.0,5.0,1,1,32,118,15,1.0
396,318,77455,45122,Goshen,OH,Cincinnati,CLERMONT COUNTY,8454,1476300,1384600,1307300,1298500,1263900,1280100,1317500,1368600,1394600,1437200,1622300,1704900,416.0,CLERMONT COUNTY,OH05018,GOSHEN TOWNSHIP,"3,072",3,55,0.0,2.0,0,1,6,44,5,1.0
397,319,77419,45050,Monroe,OH,Cincinnati,BUTLER COUNTY,8460,1969500,1864700,1770500,1766400,1707600,1719400,1776700,1859400,1918100,2035700,2156400,2284700,,,,,,,,,,,,,,,
398,320,76981,44074,Oberlin,OH,Cleveland-Elyria,LORAIN COUNTY,8484,1703800,1652800,1575700,1522400,1426600,1436200,1470200,1449100,1493000,1587100,1686300,1802300,376.0,LORAIN COUNTY,OH04706,OBERLIN,"8,321",13,171,0.0,6.0,0,7,33,136,2,1.0
399,321,77313,44714,Canton,OH,Canton-Massillon,STARK COUNTY,8537,1081000,1013200,913300,860200,797100,721400,728300,802800,843200,837500,908700,996600,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
400,322,77307,44707,Canton,OH,Canton-Massillon,STARK COUNTY,8599,767900,662800,575100,512300,440600,392900,431700,433600,492000,523900,568100,651400,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
401,323,77248,44632,Hartville,OH,Canton-Massillon,STARK COUNTY,8655,1765500,1701600,1625400,1532500,1539100,1568000,1598200,1676100,1719700,1803800,1916000,2015000,572.0,STARK COUNTY,OH07606,HARTVILLE,"3,030",2,78,0.0,0.0,0,2,1,77,0,1.0
402,324,77310,44710,Canton,OH,Canton-Massillon,STARK COUNTY,8700,911700,826800,698500,685100,596200,566100,526200,562600,564200,574600,594900,715500,566.0,STARK COUNTY,OH07604,CANTON,"71,031",836,"3,766",16.0,97.0,188,535,"1,008","2,512",246,12.0
403,325,77651,45409,Kettering,OH,Dayton,MONTGOMERY COUNTY,8709,1696500,1643600,1552300,1510900,1421200,1372600,1477000,1587300,1552500,1590500,1652900,1751700,252.0,DAYTON,OH05705,KETTERING,471,0,8,0.0,0.0,0,0,2,6,0,0.0
404,325,77651,45409,Kettering,OH,Dayton,MONTGOMERY COUNTY,8709,1696500,1643600,1552300,1510900,1421200,1372600,1477000,1587300,1552500,1590500,1652900,1751700,459.0,DAYTON,OH05705,KETTERING,"54,681",70,852,0.0,23.0,26,21,190,610,52,3.0
405,326,77273,44662,Navarre,OH,Canton-Massillon,STARK COUNTY,8769,1306500,1259500,1117500,1109300,1066800,1016700,1107000,1132700,1245700,1281100,1357800,1479900,575.0,STARK COUNTY,OH07610,NAVARRE,"1,901",1,22,0.0,0.0,0,1,3,18,1,0.0
406,327,77444,45107,Blanchester,OH,Wilmington,CLINTON COUNTY,8778,1791600,1760600,1669500,1411500,1283400,1305700,1379900,1334700,1359100,1445500,1498300,1615500,92.0,CLINTON COUNTY,OH01401,BLANCHESTER,"4,261",12,99,0.0,6.0,2,4,23,71,5,0.0
407,328,76507,43076,Thornville,OH,Columbus,PERRY COUNTY,8783,1603300,1470600,1449000,1440000,1437700,1453700,1620500,1724900,1811500,1797700,1793400,2046700,509.0,PERRY COUNTY,OH06412,THORNVILLE,997,0,3,0.0,0.0,0,0,1,2,0,0.0
408,329,77473,45154,Mount Orab,OH,Cincinnati,BROWN COUNTY,8785,1428600,1376400,1285600,1300200,1171800,1175700,1222400,1345700,1746400,1477200,1548100,1579000,48.0,BROWN COUNTY,OH00807,MOUNT ORAB,"3,525",4,96,1.0,2.0,0,1,4,84,8,0.0
409,330,76689,43449,Oak Harbor,OH,Port Clinton,OTTAWA COUNTY,8801,1422200,1340100,1270100,1276900,1231300,1250700,1246900,1250700,1292400,1304800,1349100,1429800,493.0,OTTAWA COUNTY,OH06201,OAK HARBOR,"2,731",1,36,0.0,1.0,0,0,8,28,0,0.0
410,331,76961,44047,Jefferson,OH,Ashtabula,ASHTABULA COUNTY,8847,1295000,1258500,1203700,1226000,1204500,1242400,1271900,1276300,1258200,1299100,1355100,1419900,,,,,,,,,,,,,,,
411,332,77476,45157,New Richmond,OH,Cincinnati,CLERMONT COUNTY,8888,1757900,1652800,1549500,1517100,1423800,1435100,1424600,1518200,1598300,1654900,1777900,1888200,82.0,CLERMONT COUNTY,OH01310,NEW RICHMOND,"2,663",6,61,0.0,0.0,0,6,13,45,3,0.0
412,333,77589,45327,Germantown,OH,Dayton,MONTGOMERY COUNTY,8892,1562500,1532200,1392800,1346100,1252700,1274600,1325200,1335200,1370600,1452400,1570100,1633300,458.0,DAYTON,OH05703,GERMANTOWN,"5,477",4,68,0.0,2.0,1,1,15,49,4,0.0
413,334,77454,45121,Georgetown,OH,Cincinnati,BROWN COUNTY,8926,1213600,1152600,1074900,1090100,974400,979100,1011700,1097500,1456700,1261200,1309800,1343500,46.0,BROWN COUNTY,OH00802,GEORGETOWN,"4,356",10,104,0.0,6.0,3,1,23,78,3,0.0
414,335,77490,45176,Williamsburg,OH,Cincinnati,CLERMONT COUNTY,8933,1388300,1334100,1309900,1305800,1210700,1102200,1194200,1322300,1360100,1479100,1561100,1610200,85.0,CLERMONT COUNTY,OH01313,WILLIAMSBURG,"2,565",4,58,0.0,1.0,0,3,11,45,2,1.0
415,336,76900,43935,Martins Ferry,OH,Wheeling,BELMONT COUNTY,8940,609800,601500,580800,555800,557200,559500,598000,597700,613300,624500,662000,712900,38.0,BELMONT COUNTY,OH00704,MARTINS FERRY,"6,731",13,70,0.0,6.0,0,7,12,52,6,0.0
416,337,77071,44216,New Franklin,OH,Akron,SUMMIT COUNTY,9001,1689700,1596600,1481900,1490900,1412400,1384700,1448000,1503000,1517700,1581900,1706200,1879800,,,,,,,,,,,,,,,
417,338,77117,44303,Akron,OH,Akron,SUMMIT COUNTY,9017,1740500,1657800,1540600,1519400,1450400,1475400,1508400,1518100,1525700,1636700,1730300,1906700,583.0,SUMMIT COUNTY,OH07701,AKRON,"197,412","1,377","8,360",42.0,209.0,395,731,"2,301","5,304",755,103.0
418,339,77797,45764,Nelsonville,OH,Athens,ATHENS COUNTY,9117,793400,782900,780000,770700,769200,746300,723800,730500,752100,770900,813900,847000,24.0,ATHENS COUNTY,OH00503,NELSONVILLE,"5,284",13,152,0.0,2.0,4,7,32,114,6,0.0
419,340,76466,43019,Fredericktown,OH,Mount Vernon,KNOX COUNTY,9123,1101100,1104400,1134400,1113000,1018100,942700,956800,1025100,1276300,1389600,1544800,1614300,337.0,KNOX COUNTY,OH04204,FREDERICKTOWN,"2,461",4,55,0.0,0.0,0,4,12,43,0,0.0
420,341,77456,45123,Greenfield,OH,,HIGHLAND COUNTY,9165,907300,859400,808200,769000,745200,741800,747700,763100,791300,764800,739000,771500,304.0,HIGHLAND COUNTY,OH03601,GREENFIELD,"4,582",13,99,3.0,3.0,2,5,28,50,21,2.0
421,342,77101,44270,Rittman,OH,Wooster,WAYNE COUNTY,9229,1273100,1257100,1229500,1163400,1128600,1143800,1171800,1176400,1161400,1172700,1227500,1352800,434.0,WAYNE COUNTY,OH08502,RITTMAN,114,0,2,0.0,0.0,0,0,1,1,0,0.0
422,342,77101,44270,Rittman,OH,Wooster,WAYNE COUNTY,9229,1273100,1257100,1229500,1163400,1128600,1143800,1171800,1176400,1161400,1172700,1227500,1352800,660.0,WAYNE COUNTY,OH08502,RITTMAN,"6,496",9,107,0.0,3.0,2,4,35,64,8,1.0
423,343,76949,44028,Grafton,OH,Cleveland-Elyria,LORAIN COUNTY,9231,0,0,0,0,0,0,1761200,1951800,2029700,2092400,2204900,2462900,379.0,LORAIN COUNTY,OH04710,GRAFTON,"6,182",1,40,0.0,1.0,0,0,16,24,0,0.0
424,344,76473,43028,Howard,OH,Mount Vernon,KNOX COUNTY,9292,1185100,1180700,1133800,1116300,1081700,1024100,1056700,1134500,1469500,1612200,1762700,1822000,,,,,,,,,,,,,,,
425,345,76549,43146,Orient,OH,Columbus,PICKAWAY COUNTY,9315,2024500,2040100,1961300,1962600,1871500,1806500,1817200,1887600,1980500,2139500,2341200,2538300,,,,,,,,,,,,,,,
426,346,77077,44230,Doylestown,OH,Wooster,WAYNE COUNTY,9325,1703100,1657900,1632300,1552400,1511800,1524900,1557300,1579600,1594200,1675200,1748700,1820200,,,,,,,,,,,,,,,
427,347,76739,43543,Montpelier,OH,,WILLIAMS COUNTY,9378,949100,896700,829400,816200,780400,777200,801500,805200,826600,845900,893800,941000,667.0,WILLIAMS COUNTY,OH08602,MONTPELIER,"3,976",27,139,0.0,5.0,1,21,28,105,6,0.0
428,348,77078,44231,Garrettsville,OH,Akron,PORTAGE COUNTY,9402,1691700,1586800,1565800,1538300,1511800,1513100,1566500,1575400,1635900,1687000,1798100,1863400,520.0,PORTAGE COUNTY,OH06702,GARRETTSVILLE,"2,321",0,20,0.0,0.0,0,0,1,17,2,0.0
429,349,76522,43105,Baltimore,OH,Columbus,FAIRFIELD COUNTY,9434,1956200,1824100,1760200,1725300,1710400,1695800,1741900,1835700,1926700,1962100,2138800,2377200,187.0,FAIRFIELD COUNTY,OH02303,BALTIMORE,"2,973",0,15,0.0,0.0,0,0,3,11,1,1.0
430,350,76837,43764,New Lexington,OH,Columbus,PERRY COUNTY,9484,979300,904200,893800,871600,837400,840100,873500,862300,885400,965100,999200,1051400,504.0,PERRY COUNTY,OH06402,NEW LEXINGTON,"4,716",11,134,0.0,6.0,1,4,14,112,8,1.0
431,351,76713,43515,Delta,OH,Toledo,FULTON COUNTY,9506,1447400,1375500,1326800,1292200,1229100,1228900,1257500,1312400,1326900,1407600,1462700,1523400,,,,,,,,,,,,,,,
432,352,76755,43566,Waterville,OH,Toledo,LUCAS COUNTY,9558,2175800,1979000,1868600,1878900,1890300,1791500,1884300,1941600,2038200,2176000,2255300,2429900,389.0,LUCAS COUNTY,OH04811,WATERVILLE,"5,518",1,25,0.0,0.0,0,1,3,22,0,0.0
433,353,76799,43713,Barnesville,OH,Wheeling,BELMONT COUNTY,9559,762800,767100,754500,735100,754900,754700,829600,882300,919400,937000,973000,1021400,35.0,BELMONT COUNTY,OH00701,BARNESVILLE,"4,096",0,16,0.0,0.0,0,0,4,11,1,0.0
434,354,77330,44813,Bellville,OH,Mansfield,RICHLAND COUNTY,9582,1262900,1175200,1150800,1119300,1114400,1121100,1131400,1206800,1298500,1406600,1518100,1713500,548.0,RICHLAND COUNTY,OH07005,BELLVILLE,"1,864",0,18,0.0,0.0,0,0,2,15,1,0.0
435,355,77669,45430,Beavercreek,OH,Dayton,GREENE COUNTY,9587,1916700,1897700,1842100,1914400,1844200,1806200,1803500,1834600,1903200,1969400,2022900,2203900,247.0,GREENE COUNTY,OH02911,BEAVERCREEK,"46,572",38,"1,111",0.0,13.0,9,16,49,"1,013",49,2.0
436,356,77093,44255,Mantua,OH,Akron,PORTAGE COUNTY,9589,1937000,1875100,1858200,1805400,1749500,1721900,1738200,1740100,1802000,1896600,1972300,2131400,,,,,,,,,,,,,,,
437,357,77517,45226,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,9649,2906000,2843900,2726800,2655200,2642200,2731900,2778900,2811000,3087600,3365000,3584200,3694600,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
438,358,76603,43240,Columbus,OH,Columbus,FRANKLIN COUNTY,9661,2406000,2348200,2327600,2374600,2297800,2229500,2333200,2442600,2533100,2704200,2969300,3202700,168.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"8,276",45,344,1.0,9.0,20,15,71,231,42,4.0
439,358,76603,43240,Columbus,OH,Columbus,FRANKLIN COUNTY,9661,2406000,2348200,2327600,2374600,2297800,2229500,2333200,2442600,2533100,2704200,2969300,3202700,185.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"10,505",54,412,2.0,11.0,24,17,85,277,50,5.0
440,358,76603,43240,Columbus,OH,Columbus,FRANKLIN COUNTY,9661,2406000,2348200,2327600,2374600,2297800,2229500,2333200,2442600,2533100,2704200,2969300,3202700,197.0,FRANKLIN COUNTY,OHCOP00,COLUMBUS,"853,424","4,379","33,652",139.0,899.0,"1,919","1,422","6,955","22,613","4,084",370.0
441,359,77080,44233,Hinckley,OH,Cleveland-Elyria,MEDINA COUNTY,9691,3030000,3044400,2960500,2808900,2771300,2784700,2879600,3069500,3136800,3113200,3369900,3638900,430.0,MEDINA COUNTY,OH05212,HINCKLEY TOWNSHIP,"7,970",1,17,0.0,0.0,0,1,3,13,1,0.0
442,360,77156,44413,East Palestine,OH,Salem,COLUMBIANA COUNTY,9698,914000,884800,869300,828200,761900,791300,796400,854200,881800,879700,917500,916800,99.0,COLUMBIANA COUNTY,OH01503,EAST PALESTINE,"4,503",11,82,0.0,2.0,1,8,22,58,2,1.0
443,361,76922,43968,Wellsville,OH,Salem,COLUMBIANA COUNTY,9751,637000,619800,614300,598800,561800,583500,577300,582900,564400,614600,632300,640700,103.0,COLUMBIANA COUNTY,OH01508,WELLSVILLE,"3,347",0,1,0.0,0.0,0,0,0,1,0,0.0
444,362,77637,45383,West Milton,OH,Dayton,MIAMI COUNTY,9779,1404400,1353100,1289800,1238700,1219100,1222000,1160100,1148200,1192500,1218000,1361800,1459700,,,,,,,,,,,,,,,
445,363,77508,45217,Saint Bernard,OH,Cincinnati,HAMILTON COUNTY,9784,1235900,1166400,966900,927500,886800,884000,885300,890800,928000,1003000,1029300,1260900,,,,,,,,,,,,,,,
446,364,77567,45304,Arcanum,OH,Greenville,DARKE COUNTY,9785,1460300,1355200,1314200,1277800,1428200,1780000,1784500,1757500,1856600,1500200,1540700,1551300,,,,,,,,,,,,,,,
447,365,76778,43619,Northwood,OH,Toledo,WOOD COUNTY,9806,0,0,0,0,0,0,0,555000,1139000,1180400,1160500,1179900,675.0,WOOD COUNTY,OH08718,NORTHWOOD,"5,423",19,138,0.0,2.0,4,13,17,116,5,0.0
448,366,76759,43571,Whitehouse,OH,Toledo,LUCAS COUNTY,9816,2211400,2082000,1965700,1887300,1844100,1909300,1941900,2031600,2279500,2366400,2415500,2746100,390.0,LUCAS COUNTY,OH04812,WHITEHOUSE,"4,622",2,8,0.0,0.0,1,1,1,7,0,0.0
449,367,77113,44287,West Salem,OH,Wooster,WAYNE COUNTY,9870,1340500,1279700,1254000,1214300,1166600,1173800,1213500,1252800,1298800,1370000,1441000,1538200,,,,,,,,,,,,,,,
450,368,76776,43617,Toledo,OH,Toledo,LUCAS COUNTY,9873,2382400,2250300,2063500,2085800,2026400,2109200,2066000,2164800,2309600,2351700,2497700,2608600,381.0,LUCAS COUNTY,OH04807,TOLEDO,"277,116","2,829","11,095",35.0,180.0,780,"1,834","3,103","7,247",745,0.0
451,369,76706,43502,Archbold,OH,Toledo,FULTON COUNTY,9888,1419900,1371600,1309800,1278400,1232000,1248700,1299100,1399900,1444000,1532700,1624400,1710000,224.0,FULTON COUNTY,OH02601,ARCHBOLD,"4,338",2,41,0.0,1.0,0,1,6,34,1,0.0
452,370,77523,45232,Cincinnati,OH,Cincinnati,HAMILTON COUNTY,9930,952300,889300,788600,721900,671700,657500,661200,675000,710100,728700,765200,899500,257.0,HAMILTON COUNTY,OHCIP00,CINCINNATI,"299,116","2,833","15,105",70.0,292.0,"1,196","1,275","3,448","10,172","1,485",1.0
453,371,76563,43162,West Jefferson,OH,Columbus,MADISON COUNTY,9965,1483200,1439300,1424200,1414000,1337900,1322500,1332000,1357600,1457900,1531000,1713800,1736600,398.0,MADISON COUNTY,OH04902,WEST JEFFERSON,"4,347",2,58,0.0,0.0,0,2,5,51,2,0.0
454,372,76459,43011,Centerburg,OH,Mount Vernon,KNOX COUNTY,9996,1581400,1594800,1518900,1521800,1423800,1371900,1432300,1583500,2047800,2224700,2410400,2584300,,,,,,,,,,,,,,,
455,373,76696,43460,Rossford,OH,Toledo,WOOD COUNTY,10065,1530100,1455800,1416000,1408600,1373400,1386700,1297400,1373100,1397400,1369900,1432500,1426400,,,,,,,,,,,,,,,
456,374,77596,45335,Jamestown,OH,Dayton,GREENE COUNTY,10088,1430500,1446300,1419900,1363800,1314800,1307900,1292500,1412700,1443800,1456600,1535700,1656000,246.0,GREENE COUNTY,OH02909,JAMESTOWN,"2,036",3,84,0.0,1.0,2,0,27,53,4,1.0
457,375,77103,44273,Seville,OH,Cleveland-Elyria,MEDINA COUNTY,10093,1871600,1850200,1788500,1731100,1697400,1702200,1750700,1794500,1871500,1908500,2085100,2209700,,,,,,,,,,,,,,,
458,376,76985,44081,Perry,OH,Cleveland-Elyria,LAKE COUNTY,10190,2047700,2005600,1900100,1868900,1696900,1743900,1807200,1803900,1845700,1965700,2035400,2116100,,,,,,,,,,,,,,,
459,377,77487,45171,Sardinia,OH,Cincinnati,BROWN COUNTY,10252,1198800,1203500,1172100,1215400,1151600,1165400,1219500,1356300,1752200,1471600,1532900,1565300,,,,,,,,,,,,,,,
460,378,76700,43465,Walbridge,OH,Toledo,WOOD COUNTY,10259,1346200,1281400,1258900,1256800,1215800,1213500,1103200,1209300,1232200,1237300,1298900,1372900,,,,,,,,,,,,,,,
461,379,77606,45345,New Lebanon,OH,Dayton,MONTGOMERY COUNTY,10264,1098100,1038900,952700,960000,931100,864900,915500,876300,855800,889900,947600,1000800,470.0,DAYTON,OH05720,NEW LEBANON,"3,966",10,95,0.0,2.0,4,4,22,70,3,1.0
462,380,77640,45387,Yellow Springs,OH,Dayton,GREENE COUNTY,10300,2148300,1991500,1997900,1990000,1927200,1995400,2027500,2129000,2161800,2235100,2337300,2673000,244.0,GREENE COUNTY,OH02904,YELLOW SPRINGS,"3,713",11,72,0.0,4.0,4,3,20,47,5,0.0
463,381,77884,45879,Paulding,OH,,PAULDING COUNTY,10301,0,0,0,129800,254400,248200,215600,244000,229700,235700,236300,318200,,,,,,,,,,,,,,,
464,382,77063,44201,Atwater,OH,Akron,PORTAGE COUNTY,10351,1627900,1602900,1589900,1549300,1507100,1495000,1513800,1557100,1613000,1778400,1836100,1941300,,,,,,,,,,,,,,,
465,383,76636,43331,Lakeview,OH,Bellefontaine,LOGAN COUNTY,10370,805600,841100,808600,787900,762600,768100,828900,876600,857500,892400,953600,1035600,,,,,,,,,,,,,,,
466,384,76470,43025,Hebron,OH,Columbus,LICKING COUNTY,10385,1674200,1640900,1578100,1569000,1517800,1523900,1804700,2640300,2743800,2082900,1931400,2061700,,,,,,,,,,,,,,,
467,385,76964,44050,Lagrange,OH,Cleveland-Elyria,LORAIN COUNTY,10391,1832400,1748300,1643600,1580800,1476500,1530300,1661900,1602700,1644400,1696000,1785900,1913600,,,,,,,,,,,,,,,
468,386,77235,44618,Dalton,OH,Wooster,WAYNE COUNTY,10392,1593400,1531100,1475200,1440500,1402700,1453800,1517700,1563900,1671900,1752500,1842900,1936000,,,,,,,,,,,,,,,
469,387,76866,43830,Nashport,OH,Zanesville,MUSKINGUM COUNTY,10394,1639400,1565800,1506000,1505100,1462700,1465100,1475300,1555000,1664300,1706300,1755500,1892000,,,,,,,,,,,,,,,
470,388,77317,44730,East Canton,OH,Canton-Massillon,STARK COUNTY,10425,1204100,1084200,940800,923200,902100,858600,934500,959200,1070900,1148900,1223500,1269700,571.0,STARK COUNTY,OH07605,EAST CANTON,"1,589",0,10,0.0,0.0,0,0,0,10,0,0.0
471,389,77351,44842,Loudonville,OH,Ashland,ASHLAND COUNTY,10452,1102200,1055300,1055300,1039800,995500,996800,1009800,1047200,1080400,1146400,1211400,1323500,17.0,ASHLAND COUNTY,OH00302,LOUDONVILLE,"2,581",3,66,1.0,1.0,1,0,6,59,1,1.0
472,389,77351,44842,Loudonville,OH,Ashland,ASHLAND COUNTY,10452,1102200,1055300,1055300,1039800,995500,996800,1009800,1047200,1080400,1146400,1211400,1323500,313.0,ASHLAND COUNTY,OH00302,LOUDONVILLE,61,0,1,0.0,0.0,0,0,0,1,0,0.0
473,390,77768,45710,Albany,OH,Athens,ATHENS COUNTY,10460,1416100,1373400,1342000,1350800,1318400,1330700,1339200,1380300,1407400,1441800,1529400,1570600,25.0,ATHENS COUNTY,OH00504,ALBANY,899,0,11,0.0,0.0,0,0,1,10,0,0.0
474,391,77112,44286,Richfield,OH,Akron,SUMMIT COUNTY,10493,2924000,2891600,2896100,2791900,2653600,2616500,2578000,2796600,2834400,3029300,3318500,3376800,,,,,,,,,,,,,,,
475,392,77840,45828,Coldwater,OH,Celina,MERCER COUNTY,10530,1153400,1257400,1227100,1159100,1167300,1422700,1718500,1680800,1534800,1604600,1712900,1809400,443.0,MERCER COUNTY,OH05404,COLDWATER,"4,519",3,53,0.0,3.0,0,0,6,47,0,0.0
476,393,77833,45817,Bluffton,OH,Lima,ALLEN COUNTY,10567,1451000,1421900,1376300,1384100,1336600,1327600,1374600,1430300,1515500,1599200,1698600,1796700,8.0,ALLEN COUNTY,OH00201,BLUFFTON,"3,987",1,46,0.0,1.0,0,0,9,36,1,0.0
477,393,77833,45817,Bluffton,OH,Lima,ALLEN COUNTY,10567,1451000,1421900,1376300,1384100,1336600,1327600,1374600,1430300,1515500,1599200,1698600,1796700,293.0,ALLEN COUNTY,OH00201,BLUFFTON,170,0,2,0.0,0.0,0,0,0,2,0,0.0
478,394,76546,43143,Mount Sterling,OH,Columbus,MADISON COUNTY,10614,1228100,1187600,1172400,1163000,1075900,1054500,1086300,1090600,1171900,1238500,1435600,1512900,,,,,,,,,,,,,,,
