RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07
50898,Bay Village,Ohio,2897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190100,194300,180300,182300,182300,186100,162700,158500,157300,177700,182400,206200,209500,209400,188500,1.83E+05,184100,184200,190900,192700,184600,195500,173600,178100,160200,186900,200700,202700,191200,192400,187700,191500,189400,181600,162400,164200,172700,190800,181800,2.08E+05,219900,218100,187100,177900,171200,174500,169800,183900,196400,2.05E+05,199100,188400,196100,2.00E+05,205200,227100,229100,2.26E+05,197200,210300,213400,224500,2.10E+05,217700,206500,204200,2.10E+05,214500,226700,218600,224700,209300,2.14E+05,199800,217400,214300,224400,223600,226800,235800,232600,241200,241600,240400,228900,226900,230700,2.37E+05,230100,245800,230300,246100,243500,2.51E+05,226100,222400,230700,233800,237100,245700
17277,Canal Fulton,Ohio,2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151900,1.40E+05,1.37E+05,134500,147600,1.52E+05,150900,146500,132900,131400,132300,146200,149700,154600,160600,162400,159700,148600,142900,142700,148900,169900,173200,176500,1.71E+05,179300,182800
7832,West Carrollton,Ohio,2921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77100,86300,90200,93500,98800,89700,86100,90600,99500,99900,100100,93300,96900,1.00E+05,101800,98100,87600,84200,8.40E+04,86900,1.01E+05,102300,1.11E+05,1.06E+05,103800,90700,
20310,Saint Marys,Ohio,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67900,80100,77400,90200,87600,102700,94300,105400,94300,96800,71900,78100,76700,92100,8.60E+04,78800,81100,84200,97500,8.80E+04,88900,88700,98900,97600,98600,103900,109500,107800,103900,101500,100300,103600,98900,9.60E+04,95200,109900,108700,103900,98500,1.02E+05,107400,1.00E+05,95800,9.00E+04,1.02E+05,105800,110200,90200,101200,102700,116800,120200,115700,1.15E+05,114500,124500,130800,1.18E+05,121400,108900,117400,109100,114900,120100
12137,Johnstown,Ohio,2942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204400,195100,2.17E+05,2.42E+05,2.51E+05,246300,2.38E+05,238300,224600,2.23E+05,219500,2.33E+05,252600,255500,254900,2.19E+05,226100,235700,262600,261700,241100,233900,234400,252100,256300,215200,189600,182700,177300,180500,162200,190100,194600,185400,189500,202200,209800,209800,215900,2.27E+05,225600,208600,2.26E+05,214400,223400,2.14E+05,211500,189100,199500,209700,200600,179400,183600,191200,209700,191900,210100,185200,191600,206900,221600,2.55E+05,261500,278500,256900,245400
6015,Monroe,Ohio,2953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132700,148200,146300,146600,138100,143300,148500,149100,150400,152200,152700,160800,166300,163100,1.65E+05,164100,160100,154600,155800,160400,153400,147300,1.51E+05,163500,161900,156100,141500,148500,147200,150500,1.52E+05,158800,164100,165500,163900,160500,163100,170500,180900,169200,165800,160900,168300,1.66E+05,171400,172600,173500,169300,166200,176100,175300,184600,183900,188400,182600,1.81E+05,1.83E+05,186100,186500,182400,183400,180800,1.88E+05,188700,193400,192700,189700,185300,180200,187800,190800,199400,205900,207600,207300,193300,191700,191600,203900,
51911,Englewood,Ohio,3005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92900,87600,86800,90300,96200,97200,98100,97300,99200,101100,98100,97900,102700,1.12E+05,103400,98800,89200,98300,94400,98900,105600,104200,109600,107600,1.03E+05,102300,101400,123100,1.20E+05,114700,94200,102300,107100,117700,110700,107400,103900,102900,103700,105300,106100,107600,111100,115600,111900,111700,109500,110500,107200,109600,110100,113400,118600,126900,129300,123200,118600,118600,122600,1.27E+05,134700,134700,139400,134400,139700,1.38E+05,135400,134400,135300,133100,130700,124400,130500,125900,128500,135500,139900,
5746,Macedonia,Ohio,3055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160300,176400,183400,189200,175400,169200,175600,182300,177100,179900,183400,187800,197600,1.88E+05,172200,146700,149100,177600,192900,193900,199200,195900,190800,181500,175100,180700,173400,188700,191100,185600,177300,170300,182900,177100,182200,178100,185900,186400,186300,183200,174300,171200,176800,174600,171100,171500,184900,194900,191200,180200,174700,182600,2.02E+05,214800,203100,213100,219200,231700,2.11E+05,1.96E+05,204200,217300,230200,209100,208900,208900,228400,2.12E+05,2.12E+05,205500,234500,224500,229600,213600,219900
36194,Springdale,Ohio,3062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109600,115800,113100,118800,116100,117800,126500,133400,132800,132200,129900,130800,130100,133100,132100,132700,130100,126200,127800,128600,136600,144400,148100,159100,149500,146600,127500,129700,135900,
4993,Greenville,Ohio,3071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79200,73100,78900,80800,85500,85500,84600,8.60E+04,8.40E+04,86300,90400,102300,106100,107200,98500,93900,93200,89700,83800,9.40E+04,101100,108600,94800,100100,97900,9.20E+04
44601,Circleville,Ohio,3090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15E+05,111700,115900,119900,121700,1.30E+05,123200,132700,126600,126300,116900,121700,121400,125300,114300,116600,116200,1.14E+05,108300,126600,133100,137100,108700,104400,108200,105200,119200,116400,139900,143700,134900,127300,114100,123300,129100,133100,
50934,Bedford Heights,Ohio,3097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92800,83400,70800,68300,76900,79300,88300,80900,102800,107800,109100,95900,98800,99600,101700,103900,112100,105600,104100,94700,115300,112600,1.27E+05,108200,106400,112600,124600,132800,108900
20114,Reading,Ohio,3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97400,1.11E+05,103700,107200,101700,109800,107200,132400,129100,130300,114200,111500,124600,128100,137900,128200,112300,111700,96600,112500,110100,123200,1.22E+05,121400,125900,134400,130800,125100,1.18E+05,119800,124300,122300,1.28E+05,129200,125500,120700,1.28E+05,141600,144100,123700,122700,122700,137700,145600,147500,
26587,Port Clinton,Ohio,3135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142900,133500,123700,121500,131200,111200,115700,103500,132800,121700,118700,127400,133300,142800,139300,136100,137500,117500,122300,134900,146700,156700,138800,134100,129700,129600,126400,136200,131500,143100,126700,126700,109600,110600,124800,134100,132700,131300,132200,126400,1.28E+05,136400,149600,140700,139300,141700,1.50E+05,157600,151900,1.49E+05,147100,166300,174900,165700,131500,112200,104800,134300,138900,
201790,Lincoln Village,Ohio,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79200,7.90E+04,8.30E+04,87800,8.50E+04,86400,86600,87400,85500,86700,82700,86200,84900,84900,85700,85400,100500,100200,105300,95300,110200,110800,115400,105700,93500,98900,1.06E+05,120400,120800,127300,139100,133600,126900,103800,130600,113400,126500,111200,137700,139600
49201,Huron,Ohio,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158900,166600,157900,167800,172800,1.81E+05,1.73E+05,160900,161400,144900,157700,146400,167300,150600,161500,165300,170400,158700,161100,1.75E+05,174800,174200,188400,185300,188700,181400,199100,181300,164400,152300,167700,200500,2.01E+05,222400,181400,1.78E+05,152900,162400,163300,
6278,Oakwood,Ohio,3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259500,260600,216600,2.06E+05,199100,210800,239300,264700,278400,284500,288100,299700,300600,2.81E+05,260800,243800,246400,2.60E+05,249100,247500,239500,250900,234400,210800,211400,224300,241700,250100,250400,260300,240100,233800,235300,242100,2.48E+05,245300,294200,309500,319900,280200,270400,
199551,Blacklick Estates,Ohio,3252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62200,61500,60900,63700,65200,69700,70500,72200,70800,73100,76100,76600,79800,83100,88600,91700,89400,91100,9.00E+04,9.00E+04,88300,93600,9.70E+04,95900,94800,94700,97600,94600,102600,100300,101400,96600,99300,106100,112500,113600,115600,114100,118200,111200,110600,106800,106400,102900,108900,112100
8565,Howard,Ohio,3325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162800,165400,154400,158900,153300,154800,155300,164300,174600,162400,147200,140600,155100,168400,176700,170100,173600,169700,175600,165600,1.79E+05,1.80E+05,1.92E+05,159200,152100,139600,164900,163700,
7042,Sheffield Lake,Ohio,3350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103500,102100,91800,8.90E+04,101200,104400,108300,97600,1.02E+05,99400,1.05E+05,102500,102600,101900,102400,108600,108700,110300,103500,114500,119100,126400,118100,118500,118900,120300,115900,111200,99800,96400,100400,121200,1.28E+05,132800
39491,London,Ohio,3376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106500,115500,122600,116900,121100,121100,118300,112600,113700,116900,113700,123600,126700,115500,112800,118100,143900,1.43E+05,143500,133100,144800,150200,154800,145100,133900,130500,119200,125800,130500,145600,142300,147700,132100,128300,1.22E+05,131300,146200,135600,136400,128500
34378,Union,Ohio,3397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114500,98300,101300,89700,93700,93200,9.80E+04,96400,98200,113200,111500,111200,88500,89200,9.30E+04,95100,94800,95500,108800,113700,110300,104600,103100,95800,89800,92100,101600,1.10E+05,111700,107700,100200,97300,1.02E+05,106100,103300,104500,102700,106900,105200,111100,
203786,Summerside,Ohio,3401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113700,119900,132400,136700,130700,1.18E+05,126300,118600,122100,120100,123900,124800,117600,144500,148500,139500,1.30E+05,118400,133200,131400,154600,161500,157500,144400,146300,
